,映画（作品名）,年,月,日,公開日
4355,ｈｏｎｅｙ,2018,3,31,20180331
4358,レッド・スパロー,2018,3,31,20180331
4359,トレイン・ミッション,2018,3,31,20180331
4374,ＭＥＴライブビューイング２０１７－１８ ラ・ボエーム,2018,3,31,20180331
4387,ＴＥＡＭ ＮＡＣＳ ＰＡＲＡＭＵＳＨＩＲ～信じ続けた士魂の旗を掲げて～ライブ・ビューイング,2018,4,1,20180401
4422,舞台パタリロ！★スターダスト計画★ディレイビューイング,2018,4,2,20180402
4437,ウィンストンチャーチル／ヒトラーから世界を救った男,2018,4,3,20180403
4532,クソ野郎と美しき世界,2018,4,7,20180407
4533,映画きかんしゃトーマス とびだせ！友情の大冒険,2018,4,7,20180407
4538,娼年,2018,4,7,20180407
4541,劇場版 ＳＥＲＶＡＭＰ サーヴァンプ Ａｌｉｃｅ ｉｎ ｔｈｅ Ｇａｒｄｅｎ,2018,4,7,20180407
4560,「あんさんぶるスターズ！ Ｓｔａｒｒｙ Ｓｔａｇｅ １ｓｔ」ライブビューイング,2018,4,8,20180408
4569,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＳｉｄｅＭ ３ｒｄＬＩＶＥツアー ＧＬＯＲＩＯＵＳ ＳＴ＠ＧＥ！ ＬＶ,2018,4,8,20180408
4594,ダンガル きっと、つよくなる,2018,4,9,20180409
4639,Ｘ ＪＡＰＡＮ ＬＩＶＥ ２０１７ ａｔ ｔｈｅ ＷＥＭＢＬＥＹ Ａｒｅｎａ ｉｎ ＬＯＮＤＯＮ,2018,4,11,20180411
4652,劇団☆新感線「修羅天魔 髑髏城の七人 Ｓｅａｓｏｎ極」ライブビューイング,2018,4,12,20180412
4657,ライブビューイング：ＯＮＷＡＲＤ ｐｒｅｓｅｎｔｓ 劇団☆新感線「髑髏城の七人」Ｓｅａｓｏｎ風 Ｐｒｏｄｕｃｅｄ ｂｙＴＢＳ,2018,4,12,20180412
4668,「修羅天魔 髑髏城の七人」Ｓｅａｓｏｎ極,2018,4,12,20180412
4675,名探偵コナン２０１８ ゼロの執行人（しっこうにん）,2018,4,13,20180413
4676,パシフィック・リム：アップライジング,2018,4,13,20180413
4677,映画クレヨンしんちゃん 爆盛！カンフーボーイズ～拉麺大乱～,2018,4,13,20180413
4722,さよなら、僕のマンハッタン,2018,4,14,20180414
4741,舞台「御茶ノ水ロック」千穐楽ライブビューイング,2018,4,15,20180415
4746,タイタニック,2018,4,15,20180415
4767,ＭＥＴライブビューイング２０１７－１８ セミラーミデ,2018,4,16,20180416
4852,いぬやしき,2018,4,20,20180420
4861,アンロック／陰謀のコード,2018,4,20,20180420
4876,レディ・プレイヤー１,2018,4,21,20180421
4883,リズと青い鳥,2018,4,21,20180421
4966,タクシー運転手 約束は海を越えて,2018,4,24,20180424
5025,アベンジャーズ／インフィニティ・ウォー,2018,4,27,20180427
5030,ママレード・ボーイ,2018,4,27,20180427
5031,Ｓａｉｎｔ Ｓｎｏｗ ＰＲＥＳＥＮＴＳ ＬＯＶＥＬＩＶＥ ＳＵＮＳＨＩＮＥ！！ ＨＡＫＯＤＡＴＥ,2018,4,27,20180427
5066,君の名前で僕を呼んで,2018,4,28,20180428
5105,となりの怪物くん,2018,4,30,20180430
5208,ホース・ソルジャー,2018,5,4,20180504
5215,サバービコン 仮面を被った街,2018,5,4,20180504
5224,機動戦士ガンダム ＴＨＥ ＯＲＩＧＩＮ 誕生 赤い彗星,2018,5,4,20180504
5227,ラプラスの魔女,2018,5,5,20180505
5238,デジモンアドベンチャーｔｒｉ．第６章「ぼくらの未来」,2018,5,5,20180505
5241,劇場版 プリパラ＆キラッとプリ☆チャン オーロラ,2018,5,5,20180505
5246,アイ，トーニャ 史上最大のスキャンダル,2018,5,5,20180505
5259,ミュージカル「刀剣乱舞」～結びの響、始まりの音～ ライブビューイング,2018,5,6,20180506
5320,ＭＥＴライブビューイング２０１７－１８ コジ・ファン・トゥッテ,2018,5,8,20180508
5371,さくら学院 ２０１７年度 ～転入式～ ライブ・ビューイング,2018,5,10,20180510
5382,モリーズ・ゲーム,2018,5,11,20180511
5383,ラブ×ドック,2018,5,11,20180511
5396,ミッドナイト・バス,2018,5,11,20180511
5403,孤狼の血,2018,5,12,20180512
5406,さらば青春、されど青春。,2018,5,12,20180512
5407,宝塚歌劇 花組博多座公演「あかねさす紫の花」「Ｓａｎｔｅ！！」ライブ中継,2018,5,12,20180512
5442,舞台「黒子のバスケ」ＩＧＮＩＴＥ－ＺＯＮＥ ライブビューイング,2018,5,13,20180513
5481,二人藤娘／日本振袖始 月イチ歌舞伎２０１６,2018,5,15,20180515
5498,ミッドナイト・サン タイヨウのうた,2018,5,15,20180515
5541,ラスト・ホールド！,2018,5,17,20180517
5550,ピーターラビット,2018,5,18,20180518
5551,のみとり侍,2018,5,18,20180518
5552,ランペイジ 巨獣大乱闘,2018,5,18,20180518
5581,ＧＯＤＺＩＬＬＡ 決戦機動増殖都市,2018,5,19,20180519
5588,モリのいる場所,2018,5,19,20180519
5611,仮面ライダーアマゾンズ ＴＨＥ ＭＯＶＩＥ 最後ノ審判,2018,5,20,20180520
5624,劇場版 プリパラ＆キラッとプリ☆チャン,2018,5,20,20180520
5641,ＭＥＴライブビューイング２０１７－１８ ルイザ・ミラー,2018,5,21,20180521
5700,ＥＸＩＬＥ ＴＨＥ ＳＥＣＯＮＤ ＬＩＶＥ ＴＯＵＲ ２０１７－２０１８ ライブビューイング,2018,5,24,20180524
5725,妻よ薔薇のように 家族はつらいよⅢ,2018,5,25,20180525
5726,恋は雨上がりのように,2018,5,25,20180525
5731,宇宙戦艦ヤマト２２０２ 愛の戦士たち 第五章,2018,5,25,20180525
5732,友罪,2018,5,25,20180525
5735,ゲティ家の身代金,2018,5,25,20180525
5754,コードギアス 反逆のルルーシュⅢ 皇道,2018,5,26,20180526
5789,「アイドリッシュセブン ＴＶアニメ１・２話 先行上映会」ライブビューイング,2018,5,27,20180527
5814,犬ヶ島,2018,5,28,20180528
5815,映画「ＳＥＶＥＮ／７」プレミアム先行限定上映,2018,5,28,20180528
5824,アンジュルム コンサートツアー ２０１８ 春 「十人十色」ライブビューイング,2018,5,28,20180528
5845,ファントム・スレッド,2018,5,29,20180529
5848,ＨＵＲＲＹ ＧＯ ＲＯＵＮＤ,2018,5,29,20180529
5861,平井堅 Ｋｅｎ’ｓ Ｂａｒ ライブ・ビューイング,2018,5,30,20180530
5880,デッドプール２,2018,5,31,20180531
5887,ＷＯＯＹＯＵＮＧ ＳＯＬＯ ＣＯＮＣＥＲＴ ２０１８ ”ＥＮ？ ＣＡＬＬ！ ｉｎ Ｊａｐａｎ” ＬＶ,2018,5,31,20180531
5902,５０回目のファーストキス,2018,6,1,20180601
5905,ＯＶＥＲ ＤＲＩＶＥ オーバードライブ,2018,6,1,20180601
5908,デッドプール,2018,6,1,20180601
5933,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＭＩＬＬＩＯＮ ＬＩＶＥ！ ５ｔｈ サンキューフォースマイル ＬＶ,2018,6,2,20180602
5948,ＰＥＡＣＥ ＭＡＫＥＲ 鐵 想道（オモウミチ）,2018,6,2,20180602
5949,レディ・バード,2018,6,2,20180602
5994,ＭＥＴライブビューイング２０１７－１８ サンドリヨン,2018,6,4,20180604
5999,キスできる餃子 完成披露試写会,2018,6,4,20180604
6060,ＣＨＡＮＳＵＮＧ（Ｆｒｏｍ ２ＰＭ）プレミアム ソロコンサート ２０１８’Ｃｏｍｐｌｅｘ”ＬＶ,2018,6,7,20180607
6075,万引き家族,2018,6,8,20180608
6086,Ｖｉｓｉｏｎ ビジョン,2018,6,8,20180608
6111,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ ３ｒｄ ＬｏｖｅＬｉｖｅ！Ｔｏｕｒ ～ＷＯＮＤＥＲＦＵＬ,2018,6,9,20180609
6116,曇天に笑う 外伝 宿命、双頭の風魔,2018,6,9,20180609
6129,終わった人,2018,6,10,20180610
6130,羊と鋼の森,2018,6,10,20180610
6135,家に帰ると妻が必ず死んだふりをしています。,2018,6,10,20180610
6162,シネマ歌舞伎 東海道中膝栗毛 歌舞伎座捕物帖,2018,6,11,20180611
6173,あさがおと加瀬さん。,2018,6,11,20180611
6242,３０年後の同窓会,2018,6,14,20180614
6251,空飛ぶタイヤ,2018,6,15,20180615
6254,ワンダー 君は太陽,2018,6,15,20180615
6263,ニンジャバットマン,2018,6,15,20180615
6266,メイズ・ランナー２：砂漠の迷宮,2018,6,15,20180615
6293,Ｂ′ｚ ３０ｔｈ Ｙｅａｒ Ｅｘｈｉｂｉｔｉｏｎ ’ＳＣＥＮＥＳ” １９８８－２０１８,2018,6,16,20180616
6306,メイズ・ランナー 最期の迷宮,2018,6,17,20180617
6309,宝塚歌劇 宙組東京宝塚劇場公演「天は赤い河のほとり」「シトラスの風－－」千秋楽 ライブ中継,2018,6,17,20180617
6428,焼肉ドラゴン,2018,6,22,20180622
6437,ウタモノガタリ ＣＩＮＥＭＡ ＦＩＧＨＴＥＲＳ ｐｒｏｊｅｃｔ,2018,6,22,20180622
6444,天命の城,2018,6,22,20180622
6457,オンリー・ザ・ブレイブ,2018,6,23,20180623
6474,わたしに××しなさい！,2018,6,23,20180623
6497,女と男の観覧車,2018,6,24,20180624
6516,ＫＣＯＮ ２０１８ ＮＹ × Ｍ ＣＯＵＮＴＤＯＷＮ ライブ・ビューイング,2018,6,25,20180625
6541,猫は抱くもの,2018,6,26,20180626
6544,ゆずりは,2018,6,26,20180626
6549,フジコ・ヘミングの時間,2018,6,26,20180626
6600,ハン・ソロ／スター・ウォーズ・ストーリー,2018,6,29,20180629
6607,アメリカン・アサシン,2018,6,29,20180629
6612,Ｂｚ ３０ｔｈ Ｙｅａｒ Ｅｘｈｉｂｉｔｉｏｎ ＳＣＥＮＥＳ １９８８－２０１８ 劇場版,2018,6,29,20180629
6615,ウィンチェスターハウス アメリカで最も呪われた屋敷,2018,6,29,20180629
6654,パンク侍、斬られて候,2018,7,1,20180701
6669,Ｂｒｅａｋ Ｏｕｔ Ｐｒｅｓｅｎｔｓ ユーリ！！！ ｏｎ ＣＯＮＣＥＲＴ,2018,7,1,20180701
6692,宇宙戦隊キュウレンジャーＶＳスペース・スクワッド,2018,7,2,20180702
6729,それいけ！アンパンマン かがやけ！クルンといのちの星,2018,7,4,20180704
6732,ＣＨＡＴＭＯＮＣＨＹ ＬＡＳＴ ＯＮＥＭＡＮ ＬＩＶＥ ～Ｉ Ｌｏｖｅ ＣＨＡＴＭＯＮＣＨＹ～ ＬＶ,2018,7,4,20180704
6777,虹色デイズ,2018,7,6,20180706
6782,あんさんぶるスターズ！ＤＲＥＡＭ ＬＩＶＥ －２ｓｔ Ｔｏｕｒ Ｔｏｕｒ Ｂｒｉｇｈｔ Ｓｔａｒ！,2018,7,6,20180706
6793,バトル・オブ・ザ・セクシーズ,2018,7,6,20180706
6806,アイドリッシュセブン １ｓｔ ＬＩＶＥ「Ｒｏａｄ Ｔｏ Ｉｎｆｉｎｉｔｙ」ライブビューイング,2018,7,7,20180707
6807,宝塚歌劇 月組宝塚バウホール公演「愛聖女（サントダムール）」千秋楽 ライブ中継,2018,7,7,20180707
6816,Ｋ ＳＥＶＥＮ ＳＴＯＲＩＥＳ Ｅｐｉｓｏｄｅ １「Ｒ：Ｂ ～ＢＬＡＺＥ～」,2018,7,7,20180707
6821,ジュラシック・ワールド,2018,7,7,20180707
6824,アーリーマン ダグと仲間のキックオフ！,2018,7,7,20180707
6843,アイドリッシュセブンファン感謝祭ｖｏｌ．３～キミともっと×２愛を語らないと！～ライブビューイング,2018,7,8,20180708
6848,刺青奇偶 月イチ歌舞伎２０１８,2018,7,8,20180708
6933,ＭＵＳＥ ＤＲＯＮＥＳ ＷＯＲＬＤ ＴＯＵＲ,2018,7,12,20180712
6950,ジュラシック・ワールド／炎の王国,2018,7,13,20180713
6951,劇場版ポケットモンスター みんなの物語,2018,7,13,20180713
6964,銀幕版 湘南乃風 ～一期一会～,2018,7,13,20180713
6965,インサイド,2018,7,13,20180713
6970,グッバイ・ゴダール！,2018,7,13,20180713
7009,「Ｂ－ＰＲＯＪＥＣＴ ＳＵＭＭＥＲ ＬＩＶＥ ２０１８」ライブビューイング,2018,7,15,20180715
7040,ピース・ニッポン,2018,7,16,20180716
7065,ＢａｎＧ Ｄｒｅａｍ！ＴＨＥ ＴＨＩＲＤ ２ｎｄ ＬＩＶＥライブビューイング,2018,7,17,20180717
7126,未来のミライ,2018,7,20,20180720
7141,雨に唄えば,2018,7,20,20180720
7142,Ｂ＆♯３９；ｚ ３０ｔｈ Ｙｅａｒ Ｅｘｈｉｂｉｔｉｏｎ ＳＣＥＮＥＳ １９８８－２０１８,2018,7,20,20180720
7153,ＢＬＥＡＣＨ,2018,7,21,20180721
7164,ブエナ・ビスタ・ソシアル・クラブ★アディオス,2018,7,21,20180721
7171,ストリート・オブ・ファイヤー,2018,7,21,20180721
7184,宝塚歌劇 星組東京宝塚劇場公演「ＡＮＯＴＨＥＲ ＷＯＲＬＤ」「Ｋｉｌｌｅｒ Ｒｏｕｇｅ」千秋楽 ＬＶ,2018,7,22,20180722
7197,カメラを止めるな！,2018,7,22,20180722
7292,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ ３ｒｄツアー 福岡公演Ｄａｙ．１ ディレイビューイング,2018,7,26,20180726
7311,ウインドリバー,2018,7,27,20180727
7318,メリー・ポピンズ,2018,7,27,20180727
7325,劇場版コード・ブルー －ドクターヘリ緊急救命－,2018,7,28,20180728
7332,ＳＭＴＯＷＮ２０１８ライブ・ビューイング,2018,7,28,20180728
7361,ＣＵＥ ＤＲＥＡＭ ＪＡＭ－ＢＯＲＥＥ ２０１８ ライブ・ビューイング,2018,7,29,20180729
7366,「ＳＭＴＯＷＮ ＬＩＶＥ ＷＯＲＬＤ ＴＯＵＲ ＶＩ ＩＮ ＪＡＰＡＮ」ライブビューイング,2018,7,29,20180729
7397,ヒトラーを欺いた黄色い星,2018,7,30,20180730
7426,インクレディブル・ファミリー,2018,8,1,20180801
7431,青夏 きみに恋した３０日,2018,8,1,20180801
7446,天童よしみスペシャルコンサートＶＯＩＣＥ 全国のみんなー！おいでよ！よしみの世界へ！ ライブ・ビューイング,2018,8,1,20180801
7449,志乃ちゃんは自分の名前が言えな,2018,8,1,20180801
7456,ＧＥＮＥＲＡＴＩＯＮＳ ＬＩＶＥ ＴＯＵＲ ２０１８ ライブビューイング,2018,8,2,20180802
7475,僕のヒーローアカデミア ＴＨＥ ＭＯＶＩＥ ～２人の英雄～,2018,8,3,20180803
7480,センセイ君主,2018,8,3,20180803
7489,スターリンの葬送狂騒曲,2018,8,3,20180803
7494,ボディガード,2018,8,3,20180803
7495,グリース,2018,8,3,20180803
7518,Ｋ ＳＥＶＥＮ ＳＴＯＲＩＥＳ Ｅｐｉｓｏｄｅ ２「ＳＩＤＥ：ＢＬＵＥ ～天狼の如く～」,2018,8,4,20180804
7529,劇場版 仮面ライダービルド／快盗戦隊ルパンレンジャー警察戦隊パトレンジャー,2018,8,5,20180805
7546,「戦刻ナイトブラッド」ライブイベント「戦ブライブ」ＬＩＶＥ ＶＩＥＷＩＮＧ,2018,8,5,20180805
7577,ミッション：インポッシブル フォールアウト,2018,8,7,20180807
7620,７号室,2018,8,8,20180808
7649,仮面舞踏会 ＭＥＴアンコール２０１７,2018,8,9,20180809
7668,追想,2018,8,10,20180810
7679,オーシャンズ８,2018,8,11,20180811
7690,大江戸りびんぐでっど シネマ歌舞伎,2018,8,11,20180811
7743,ＫＣＯＮ ２０１７ ＬＡ × Ｍ ＣＯＵＮＴＤＯＷＮ,2018,8,13,20180813
7772,シネマ歌舞伎 大江戸りびんぐでっど,2018,8,14,20180814
7815,ＯＳＩＲＩＳ ＴＨＥ ＬＡＳＴ ＧＩＧＳ ～Ｆｉｎａｌｅ～ ライブ・ビューイング,2018,8,16,20180816
7832,ペンギン・ハイウェイ,2018,8,17,20180817
7875,銀魂２ 掟は破るためにこそある,2018,8,19,20180819
7890,ミュージカル「刀剣乱舞」～阿津賀志山異聞巴里～ライブビューイング,2018,8,19,20180819
7891,「八王子ゾンビーズ」ライブ・ビューイング,2018,8,19,20180819
7904,劇場版 七つの大罪 天空の囚われ人,2018,8,20,20180820
7917,タリーと私の秘密の時間,2018,8,20,20180820
7924,英国総督 最後の家,2018,8,20,20180820
7973,寝ても覚めても 大阪プレミア,2018,8,22,20180822
8000,検察側の罪人,2018,8,24,20180824
8015,映画ドライブヘッド ～トミカハイパーレスキュー 機動救急警察～,2018,8,24,20180824
8018,ちいさな英雄－カニとタマゴと透明人間－,2018,8,24,20180824
8021,白鳥の湖 英国ロイヤルオペラハウス ２０１７／１８,2018,8,24,20180824
8038,劇場版 のんのんびより ばけーしょん,2018,8,25,20180825
8047,ＨｉＧＨ＆ＬＯＷ ＴＨＥ ＭＯＶＩＥ,2018,8,25,20180825
8048,ロメオとジュリエット ＭＥＴアンコール２０１７,2018,8,25,20180825
8069,テニスの王子様 ＢＥＳＴ ＧＡＭＥＳ！！ 手塚ｖｓ跡部,2018,8,27,20180827
8072,皇帝ペンギン ただいま,2018,8,27,20180827
8079,マンマ・ミーア！ ヒア・ウィー・ゴー,2018,8,28,20180828
8096,ＥＢｉＤＡＮ ＴＨＥ ＬＩＶＥ ２０１６～Ｓｕｍｍｅｒ Ｐａｒｔｙ～ ライブビューイング,2018,8,28,20180828
8155,ＳＵＮＮＹ 強い気持ち・強い愛,2018,8,31,20180831
8176,アントマン＆ワスプ,2018,9,1,20180901
8197,ボルグ／マッケンロー 氷の男と炎の男,2018,9,1,20180901
8208,劇場アニメ 君の膵臓をたべたい,2018,9,2,20180902
8215,宝塚歌劇 雪組東京宝塚劇場公演「凱旋門」「Ｇａｔｏ Ｂｏｎｉｔｏ！！」千秋楽 ＬＶ,2018,9,2,20180902
8222,Ｋｉｒａｍｕｎｅ ｐｒｅｓｅｎｔｓ ＫＡｍｉＹＵ ｉｎ Ｗｏｎｄｅｒｌａｎｄ ４ ライブビューイング,2018,9,2,20180902
8247,判決、ふたつの希望,2018,9,3,20180903
8338,泣き虫しょったんの奇跡,2018,9,7,20180907
8339,劇場版 フリクリ オルタナ,2018,9,7,20180907
8340,映画 おかあさんといっしょ はじめての大冒険,2018,9,7,20180907
8343,きらきら眼鏡,2018,9,7,20180907
8350,ＭＥＧ ザ・モンスター,2018,9,8,20180908
8361,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＣＩＮＤＥＲＥＬＬＡ ＧＩＲＬＳ ＳＳ３Ａ Ｌｉｖｅ Ｓｏｕｎｄ Ｂｏ,2018,9,8,20180908
8448,ＢＤ～明智探偵事務所～ 完成披露上映会,2018,9,11,20180911
8449,５００ページの夢の束,2018,9,11,20180911
8456,累－かさね－,2018,9,12,20180912
8501,ザ・プレデター,2018,9,14,20180914
8502,響－ＨＩＢＩＫＩ－,2018,9,14,20180914
8511,３Ｄ彼女 リアルガール,2018,9,14,20180914
8522,～２ＰＭ ＦＯＲＥＶＥＲ～ ６Ｎｉｇｈｔｓ ディレイビューイング Ｄａｙ１,2018,9,14,20180914
8523,愛しのアイリーン,2018,9,14,20180914
8542,ＡＤ－ＬＩＶＥ ２０１８ ライブ・ビューイング,2018,9,15,20180915
8575,プーと大人になった僕,2018,9,17,20180917
8588,Ｒｏｓｅｌｉａ Ｆａｎ Ｍｅｅｔｉｎｇ ２０１８ ＬＩＶＥ ＶＩＥＷＩＮＧ,2018,9,17,20180917
8675,コーヒーが冷めないうちに,2018,9,21,20180921
8714,食べる女,2018,9,22,20180922
8721,パパはわるものチャンピオン,2018,9,22,20180922
8730,スカイスクレイパー,2018,9,23,20180923
8743,死霊館のシスター,2018,9,23,20180923
8770,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ クラブ活動 ＬＩＶＥ ＆ ＦＡＮ ＭＥＥＴＩＮＧ ２０１８,2018,9,24,20180924
8771,ミュージカル「テニスの王子様」３ｒｄシーズン ライブビューイング,2018,9,24,20180924
8816,「パーフェクトワールド君といる奇跡」先行有料上映会＆ライブビューイング,2018,9,26,20180926
8819,シネマ歌舞伎 海神別荘,2018,9,26,20180926
8824,パーフェクト・レボリューション,2018,9,26,20180926
8847,若おかみは小学生！,2018,9,27,20180927
8850,散り椿,2018,9,28,20180928
8853,クワイエット・プレイス,2018,9,28,20180928
8858,Ｆ６ １ｓｔ ＬＩＶＥ ＴＯＵＲ「Ｓａｔｉｓｆａｃｔｉｏｎ」」千秋楽 ライブビューイング,2018,9,28,20180928
8859,ＤＴＣ 湯けむり純情篇 ｆｒｏｍ ＨｉＧＨ＆ＬＯＷ,2018,9,28,20180928
8870,劇場版 フリクリ プログレ,2018,9,28,20180928
8875,劇場版 夏目友人帳 うつせみに結ぶ,2018,9,29,20180929
8890,ガールズ＆パンツァー 第６３回戦車道全国高校生大会総集編,2018,9,29,20180929
8919,クレイジー・リッチ！,2018,9,30,20180930
8930,宝塚歌劇 月組宝塚大劇場公演「エリザベート－愛と死の輪舞－」 ライブ中継,2018,10,1,20181001
9021,新感線☆ＲＳ「メタルマクベス」ｄｉｓｋ２ ライブビューイング,2018,10,4,20181004
9028,イコライザー２,2018,10,5,20181005
9033,あの頃、君を追いかけた,2018,10,5,20181005
9050,モンスターストライク ＴＨＥ ＭＯＶＩＥ ソラノカナタ,2018,10,6,20181006
9053,Ｒｅ：ゼロから始める異世界生活 Ｍｅｍｏｒｙ Ｓｎｏｗ,2018,10,6,20181006
9054,パーフェクトワールド 君といる奇跡,2018,10,6,20181006
9059,あのコの、トリコ。,2018,10,6,20181006
9062,日日是好日,2018,10,6,20181006
9093,ＡＤ－ＬＩＶＥ ２０１８ １００６石川界人 × 鳥海浩輔,2018,10,7,20181007
9098,「ゆるキャン△」スペシャルイベントライブ・ビューイング,2018,10,7,20181007
9201,ルイスと不思議の時計,2018,10,12,20181012
9246,法界坊 シネマ歌舞伎,2018,10,13,20181013
9247,アンダーザシルバーレイク,2018,10,13,20181013
9252,宇宙の法－黎明編－,2018,10,14,20181014
9261,音量を上げろタコ！なに歌ってんのか全然わかんねぇんだよ！！,2018,10,14,20181014
9326,ＴＷＩＣＥ １ｓｔ ＡＲＥＮＡ ＴＯＵＲ ２０１８ ”ＢＤＺ” ライブ・ビューイング,2018,10,17,20181017
9375,億男,2018,10,19,20181019
9380,ハナレイベイ,2018,10,19,20181019
9389,劇場版はいからさんが通る 後編 花の東京大ロマン,2018,10,19,20181019
9410,デス・ウィッシュ,2018,10,20,20181020
9445,「少女☆歌劇 レヴュースタァライト －Ｔｈｅ ＬＩＶＥ－」♯２ Ｔｒａｎｓｉｔｉｏｎ ＬＶ,2018,10,21,20181021
9448,２００１年宇宙の旅 ＩＭＡＸ上映,2018,10,21,20181021
9449,モンスター・ホテル２,2018,10,21,20181021
9490,劇場版 魔法少女リリカルなのは Ｄｅｔｏｎａｔｉｏｎ,2018,10,23,20181023
9497,マイプレシャスリスト,2018,10,23,20181023
9550,旅猫リポート,2018,10,26,20181026
9553,オズランド 笑顔の魔法おしえます。,2018,10,26,20181026
9554,ｓｅａｒｃｈ／サーチ,2018,10,26,20181026
9571,あいあい傘,2018,10,26,20181026
9600,映画ＨＵＧっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,2018,10,28,20181028
9607,宝塚歌劇 星組台湾公演「Ｔｈｕｎｄｅｒｂｏｌｔ Ｆａｎｔａｓｙ 東離劍遊紀」ライブ中継,2018,10,28,20181028
9618,Ｋｉｒａｍｕｎｅ ｐｒｅｓｅｎｔｓ リーディングライブ「カラーズ」 ライブビューイング,2018,10,28,20181028
9701,ビブリア古書堂の事件手帖,2018,11,1,20181101
9726,スマホを落としただけなのに,2018,11,2,20181102
9735,ＪＵＮＨＯ（Ｆｒｏｍ ２ＰＭ）ＴＨＥ ＳＰＥＣＩＡＬ ＤＡＹ 忘れられない日 ディレイビューイング,2018,11,2,20181102
9736,華氏１１９,2018,11,2,20181102
9737,ＪＵＮＨＯ（Ｆｒｏｍ ２ＰＭ）Ｗｉｎｔｅｒ Ｓｐｅｃｉａｌ Ｔｏｕｒ’冬の少年”ライブ・ビューイング,2018,11,2,20181102
9746,アイーダ ＭＥＴアンコール２０１７,2018,11,2,20181102
9753,うたの☆プリンスさまっ♪ ＱＵＡＲＴＥＴ ＮＩＧＨＴ ＬＩＶＥ ＦＵＴＵＲＥ ２０１８ ＬＶ,2018,11,3,20181103
9756,宇宙戦艦ヤマト２２０２ 愛の戦士たち 第六章,2018,11,3,20181103
9775,ヴェノム,2018,11,4,20181104
9782,走れ！Ｔ校バスケット部,2018,11,4,20181104
9811,ＭＥＴライブビューイング２０１８－１９ アイーダ,2018,11,5,20181105
9874,赤毛のアン 初恋,2018,11,7,20181107
9901,ういらぶ。,2018,11,9,20181109
9904,ＧＯＤＺＩＬＬＡ 星を喰う者,2018,11,9,20181109
9907,ジョニー・イングリッシュ／アナログの逆襲,2018,11,9,20181109
9910,ＰＯＲＮＯＧＲＡＦＦＩＴＴＩ しまなみロマンスポルノ１８ ディレイビューイング,2018,11,9,20181109
9917,体操しようよ,2018,11,9,20181109
9918,ポルノグラフィティ ’しまなみロマンポルノ’１８ ～ＴＨＥ ＬＩＶＥ ＶＩＥＷＩＮＧ～”,2018,11,9,20181109
9919,生きてるだけで、愛。,2018,11,9,20181109
9942,ＳＯＵＮＤＳ ＬＩＫＥ ＳＨＩＴ ： ｔｈｅ ｓｔｏｒｙ ｏｆ Ｈｉ－ＳＴＡＮＤＡＲＤ,2018,11,10,20181110
9957,続・終物語,2018,11,11,20181111
9964,ＡＮＥＭＯＮＥ／交響詩篇エウレカセブン ハイエボリューション,2018,11,11,20181111
9973,アンクル・ドリュー,2018,11,11,20181111
10000,ボヘミアン・ラプソディ,2018,11,13,20181113
10023,ＴＶアニメ「おそ松さん」 公開録音イベント ライブビューイング,2018,11,13,20181113
