,映画（作品名）,年,月,日,公開日
14554,ＣＮＢＬＵＥ：ＦＩＬＭ ＬＩＶＥ ＩＮ ＪＡＰＡＮ ２０１１－２０１７ ＯＵＲ ＶＯＩＣＥＳ,2019,5,15,20190515
14601,居眠り磐音,2019,5,17,20190517
14608,レプリカズ,2019,5,17,20190517
14619,ＫＣＯＮ ２０１９ ＪＡＰＡＮ ライブ・ビューイング,2019,5,17,20190517
14630,うちの執事が言うことには,2019,5,18,20190518
14637,蒼穹のファフナー ＴＨＥ ＢＥＹＯＮＤ,2019,5,18,20190518
14650,コンフィデンスマンＪＰ,2019,5,19,20190519
14673,シネマ歌舞伎 スーパー歌舞伎ＩＩ ワンピース,2019,5,19,20190519
14688,山下達郎 シアター・ライヴ ＰＥＲＦＯＲＭＡＮＣＥ １９８４－２０１２,2019,5,20,20190520
14717,ＳＫＥ４８版「ハムレット」ディレイ・ビューイング,2019,5,21,20190521
14748,コレット,2019,5,22,20190522
14757,舞台「ＣＯＣＯＯＮ 月の翳り星ひとつ」ライブビューイング,2019,5,23,20190523
14762,プロメア 公開前夜祭,2019,5,23,20190523
14775,空母いぶき,2019,5,24,20190524
14790,パリ、嘘つきな恋,2019,5,24,20190524
14795,ベン・イズ・バック,2019,5,24,20190524
14812,小さな恋のうた,2019,5,25,20190525
14837,ＴＨＥ ＲＡＭＰＡＧＥ ＬＩＶＥ ＴＯＵＲ２０１９ ＴＨＲＯＷ ＹＡ ＦＩＳＴ ライブビューイング,2019,5,26,20190526
14840,神と共に 第一章 罪と罰,2019,5,26,20190526
14883,プロメア,2019,5,28,20190528
14950,ゴジラ キング・オブ・モンスターズ,2019,5,31,20190531
14951,パラレルワールド・ラブストーリー,2019,5,31,20190531
14962,さよならくちびる,2019,5,31,20190531
14963,ＬＵＰＩＮ ＴＨＥ ＩＩＩＲＤ 峰不二子の嘘,2019,5,31,20190531
14970,ライフ・オン・ザ・ロングボード ２ｎｄ Ｗａｖｅ,2019,5,31,20190531
14973,ゴッドファーザー,2019,5,31,20190531
14982,貞子,2019,6,1,20190601
14985,長いお別れ,2019,6,1,20190601
14994,ＬＵＮＡ ＳＥＡ ３０ｔｈ ａｎｎｉｖｅｒｓａｒｙ ＬＩＶＥ ライブビューイング,2019,6,1,20190601
15013,ＭＡＣＲＯＳＳ ＣＲＯＳＳＯＶＥＲ ＬＩＶＥ ２０１９ ａｔ 幕張メッセ ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,6,2,20190602
15024,歎異抄をひらく,2019,6,2,20190602
15045,氷上の王、ジョンカリー,2019,6,3,20190603
15128,海獣の子供,2019,6,7,20190607
15133,スノー・ロワイヤル,2019,6,7,20190607
15134,町田くんの世界,2019,6,7,20190607
15141,カルメル会修道女の対話 ＭＥＴ,2019,6,7,20190607
15146,パドマーワト 女神の誕生,2019,6,7,20190607
15149,ＳＫＥ４８コンサート炎の関東ツアー２０１９ ～みなさん長らくお待たせしました～ ライブ・ビューイング,2019,6,7,20190607
15150,アラジン,2019,6,8,20190608
15163,ラブライブ！サンシャイン！！Ａｑｏｕｒｓ ５ｔｈ ＬｏｖｅＬｉｖｅ！ Ｎｅｘｔ ＳＰＡＲＫＬＩＮＧ！,2019,6,8,20190608
15168,エリカ３８,2019,6,8,20190608
15195,Ｄｉｓｎｅｙ 声の王子様 Ｖｏｉｃｅ Ｓｔａｒｓ Ｄｒｅａｍ Ｌｉｖｅ ２０１９ ライブビューイング,2019,6,9,20190609
15222,クローゼットに閉じこめられた僕の奇想天外な旅,2019,6,10,20190610
15301,メン・イン・ブラック インターナショナル,2019,6,14,20190614
15302,劇場版 うたの☆プリンスさまっ♪ マジＬＯＶＥキングダム,2019,6,14,20190614
15311,泣くな赤鬼,2019,6,14,20190614
15320,劇場版 誰ガ為のアルケミスト,2019,6,14,20190614
15321,ウィーアーリトルゾンビーズ,2019,6,14,20190614
15322,ハウスジャックビルト,2019,6,14,20190614
15323,ある町の高い煙突,2019,6,14,20190614
15324,柴公園,2019,6,14,20190614
15327,ガールズ＆パンツァー 最終章 第２話,2019,6,15,20190615
15368,劇場版 Ｆａｔｅ／ｋａｌｅｉｄ ｌｉｎｅｒ プリズマ☆イリヤ プリズマ☆ファンタズム,2019,6,16,20190616
15397,ハロプロ プレミアム Ｊｕｉｃｅ＝Ｊｕｉｃｅ ＣＯＮＣＥＲＴ ＴＯＵＲ ２０１９ －ＪｕｉｃｅＦｕｌｌ！！！！！！！－ ＦＩＮＡＬ 宮崎由加卒業スペシャル,2019,6,17,20190617
15432,青春ブタ野郎はゆめみる少女の夢を見ない,2019,6,19,20190619
15477,Ｘ－ＭＥＮ：ダーク・フェニックス,2019,6,21,20190621
15488,シネマ歌舞伎 鷺娘／日高川入相花王,2019,6,21,20190621
15501,ザ・ファブル,2019,6,22,20190622
15524,パピヨン,2019,6,22,20190622
15559,ＪＵＮＧ ＹＯＮＧ ＨＷＡ ： フィルムコンサート２０１５－２０１８ Ｆｅｅｌ ｔｈｅ Ｖｏｉｃｅ,2019,6,24,20190624
15560,劇場版 ファイナルファンタジーＸＩＶ 光のお父さん,2019,6,24,20190624
15609,きみと、波にのれたら,2019,6,26,20190626
15650,スパイダーマン ファー・フロム・ホーム,2019,6,28,20190628
15655,それいけ！アンパンマン きらめけ！アイスの国のバニラ姫,2019,6,28,20190628
15656,新聞記者,2019,6,28,20190628
15657,凪待ち,2019,6,28,20190628
15674,劇場版パタリロ！,2019,6,28,20190628
15683,今日も嫌がらせ弁当,2019,6,29,20190629
15724,フレームアームズ・ガール ～きゃっきゃうふふなワンダーランド～,2019,6,30,20190630
15827,Ｄｉｎｅｒ ダイナー,2019,7,5,20190705
15828,いつのまにか、ここにいる Ｄｏｃｕｍｅｎｔａｒｙ ｏｆ 乃木坂４６,2019,7,5,20190705
15845,いちごの唄,2019,7,5,20190705
15856,アイドリッシュセブン ２ｎｄ ＬＩＶＥ 「ＲＥＵＮＩＯＮ」 ライブビューイング,2019,7,6,20190706
15885,劇場版 Ｆｒｅｅ！－Ｒｏａｄ ｔｏ ｔｈｅ Ｗｏｒｌｄ－夢,2019,7,7,20190707
15892,ＢＡＢＹＭＥＴＡＬ ＡＲＩＳＥＳ －ＢＥＹＯＮＤ ＴＨＥ ＭＯＯＮ－ ＬＥＧＥＮＤ －Ｍ－ ＬＶ,2019,7,7,20190707
15939,天守物語 月イチ歌舞伎２０１９,2019,7,9,20190709
15940,「劇場版おっさんずラブ」公開記念！連続ドラマイッキ見上映会,2019,7,9,20190709
15947,２夜連続シアターライブ「ＵＶＥＲｗｏｒｌｄ ＱＵＥＥＮ’Ｓ ＰＡＲＴＹ ａｔ Ｎｉｐｐｏｎ Ｂｕｄｏｋａｎ １２．２１」女祭りライブ映像,2019,7,9,20190709
16000,トイ・ストーリー４,2019,7,12,20190712
16001,ミュウツーの逆襲 ＥＶＯＬＵＴＩＯＮ,2019,7,12,20190712
16014,さらば愛しきアウトロー,2019,7,12,20190712
16049,「蒼穹のファフナー」シリーズ １５周年記念イベント～ｉｎ 尾道～ ライブ・ビューイング,2019,7,13,20190713
16058,ミュージカル「刀剣乱舞」髭切膝丸 双騎出陣２０１９ライブビューイング,2019,7,14,20190714
16091,「Ｂ－ＰＲＯＪＥＣＴ 絶頂＊エモーション」スペシャルライブイベント「ＳＰＡＲＫＬＥ＊ＰＡＲＴＹ」ＤＶ,2019,7,15,20190715
16124,シンクオアスイム イチかバチか俺たちの夢,2019,7,16,20190716
16175,天気の子,2019,7,19,20190719
16180,東京喰種 トーキョーグール Ｓ,2019,7,19,20190719
16181,チャイルド・プレイ,2019,7,19,20190719
16196,工作 黒金星（ブラック・ヴィーナス）と呼ばれた男,2019,7,19,20190719
16199,マーウェン,2019,7,19,20190719
16274,ハッピー・デス・デイ ２Ｕ,2019,7,22,20190722
16353,アルキメデスの大戦,2019,7,26,20190726
16354,ペット２,2019,7,26,20190726
16371,よこがお,2019,7,26,20190726
16372,ブルース・ブラザース,2019,7,26,20190726
16373,ハッピー・デス・デイ,2019,7,26,20190726
16374,愛と青春の旅だち,2019,7,26,20190726
16377,劇場版 仮面ライダージオウ／騎士竜戦隊リュウソウジャー,2019,7,27,20190727
16388,「ゾンビランドサガＬＩＶＥ～フランシュシュみんなでおらぼう！～ｉｎ ＳＡＧＡ」ライブビューイング,2019,7,27,20190727
16469,（上映①）天気の子,2019,7,30,20190730
16526,ワイルド・スピード スーパーコンボ,2019,8,2,20190802
16547,「／ｂ＊鑑賞中水やお茶以外の飲食ほか音の鳴る物の使用をお控え下さい,2019,8,2,20190802
16548,守護教師,2019,8,2,20190802
16553,ドラゴンクエスト ユア・ストーリー,2019,8,3,20190803
16584,舞台「刀剣乱舞」慈伝 日日の葉よ散るらむ ライブビューイング,2019,8,4,20190804
16585,ＳＭＴＯＷＮ ＬＩＶＥ ２０１９ ＩＮ ＴＯＫＹＯ ライブ・ビューイング,2019,8,4,20190804
16598,世界の涯ての鼓動,2019,8,4,20190804
16619,ＴＨＥ ＯＲＡＬ ＣＩＧＡＲＥＴＴＥＳ ＵＮＯＦＦＩＣＩＡＬ ＤＩＮＩＮＧ ＴＯＵＲ 日本武道館公演 ＳＣＲＥＥＮ ＬＩＶＥ,2019,8,5,20190805
16636,ももいろクローバーＺ ももクロマニア２０１９ ロードトゥ２０２０ 史上最大のプレ開会式おかわりちゃん,2019,8,6,20190806
16671,ザ・マミー／呪われた砂漠の王女,2019,8,7,20190807
16672,Ｕ－ＦＥＳ． ＴＯＵＲ ２０１９ Ｍｕｓｉｃ ｉｎ 東京 ライブビューイング,2019,8,7,20190807
16683,ＢＲＩＮＧ ＴＨＥ ＳＯＵＬ： ＴＨＥ ＭＯＶＩＥ,2019,8,8,20190808
16700,ＯＮＥ ＰＩＥＣＥ ＳＴＡＭＰＥＤＥ,2019,8,9,20190809
16701,ライオン・キング,2019,8,9,20190809
16722,ニュー・シネマ・パラダイス,2019,8,9,20190809
16723,ピータールー マンチェスターの悲劇,2019,8,9,20190809
16724,シークレット・オブ・モンスター,2019,8,9,20190809
16747,ローマの休日,2019,8,10,20190810
16748,「ｂａｎａｎａｍａｎ ｌｉｖｅ ２０１９ Ｓ」ライブビューイング,2019,8,10,20190810
16871,お願い！真夏の声優まつり ライブ・ビューイング,2019,8,15,20190815
16890,イソップの思うツボ,2019,8,16,20190816
16893,命みじかし、恋せよ乙女,2019,8,16,20190816
16894,ＨＯＴ ＳＵＭＭＥＲ ＮＩＧＨＴＳ／ホットサマーナイツ,2019,8,16,20190816
16899,（）葬式の名人,2019,8,16,20190816
16920,チュートリアルライブツアー２０１９「奮発の黄昏」ライブ・ビューイング,2019,8,17,20190817
16941,アソビストア ｐｒｅｓｅｎｔｓ ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＳＨＩＮＹ ＣＯＬＯＲＳ ＳＵＭＭＥＲ ＰＡＲＴＹ ２０１９,2019,8,18,20190818
16942,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＳｉｄｅＭ ４ｔｈ ＳＴＡＧＥ ライブビューイング,2019,8,18,20190818
16949,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＣＩＮＤＥＲＥＬＬＡ ＧＩＲＬＳ ５ｔｈＬＩＶＥ,2019,8,18,20190818
16956,宝塚歌劇 星組宝塚大劇場公演「ＧＯＤ ＯＦ ＳＴＡＲＳ 食聖 」「Ｅｃｌａｉｒ Ｂｒｉｌｌａｎｔ」,2019,8,19,20190819
17035,ダンスウィズミー,2019,8,22,20190822
17050,劇場版 おっさんずラブ ～ＬＯＶＥ ｏｒ ＤＥＡＤ～,2019,8,23,20190823
17055,ロケットマン,2019,8,23,20190823
17056,二ノ国,2019,8,23,20190823
17069,ＪＵＮＨＯ（Ｆｒｏｍ ２ＰＭ）ソロコンサート＜ＪＵＮＨＯ ＴＨＥ ＢＥＳＴ＞ＩＮ ＳＥＯＵＬ ＤＶ,2019,8,23,20190823
17096,グランドシネマ日本橋 １９月イチ歌舞伎,2019,8,24,20190824
17117,プロメア 前日譚「ガロ」編「リオ」編付き上映,2019,8,25,20190825
17198,ＥＢｉＤＡＮ ＴＨＥ ＬＩＶＥ ２０１８～Ｓｕｍｍｅｒ Ｐａｒｔｙ～ライブビューイング,2019,8,28,20190828
17225,引っ越し大名！,2019,8,30,20190830
17230,この素晴らしい世界に祝福を！紅伝説,2019,8,30,20190830
17249,ガーンジー島の読書会の秘密,2019,8,30,20190830
17270,トールキン 旅のはじまり,2019,8,31,20190831
17271,光り合う生命。－心に寄り添う。２－,2019,8,31,20190831
17274,二度めの夏、二度と会えない君,2019,8,31,20190831
17287,宝塚歌劇 雪組東京宝塚劇場公演「壬生義士伝」「Ｍｕｓｉｃ Ｒｅｖｏｌｕｔｉｏｎ！」千秋楽 ライブ中継,2019,9,1,20190901
17334,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＣＩＮＤＥＲＥＬＬＡ ＧＩＲＬＳ ７ｔｈ ＬＩＶＥ ライブビューイング,2019,9,3,20190903
17335,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＳＨＩＮＹ ＣＯＬＯＲＳ ＳＵＭＭＥＲ ＰＡＲＴＹ ２０１９,2019,9,3,20190903
17354,ワンス・アポン・ア・タイム・イン・ハリウッド,2019,9,4,20190904
17401,ヴァイオレット・エヴァーガーデン 外伝 永遠と自動手記人形,2019,9,6,20190906
17410,ビルド ＮＥＷ ＷＯＲＬＤ 仮面ライダーグリス,2019,9,6,20190906
17413,いなくなれ、群青,2019,9,6,20190906
17414,アス,2019,9,6,20190906
17417,ブレードランナー ファイナル・カット,2019,9,6,20190906
17422,フリーソロ,2019,9,6,20190906
17425,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,2019,9,7,20190907
17430,ヒプノシスマイク－Ｄｉｖｉｓｉｏｎ Ｒａｐ Ｂａｔｔｌｅ－４ｔｈライブ＠オオサカ ライブビューイング,2019,9,7,20190907
17437,台風家族,2019,9,7,20190907
17446,ＳＨＡＤＯＷ 影武者,2019,9,7,20190907
17449,マトリックス,2019,9,7,20190907
17506,Ｂｚ ＬＩＶＥ－ＧＹＭ ２０１９,2019,9,10,20190910
17575,記憶にございません！,2019,9,13,20190913
17576,人間失格 太宰治と３人の女たち,2019,9,13,20190913
17581,僕のワンダフル・ジャーニー,2019,9,13,20190913
17596,アイネクライネナハトムジーク,2019,9,13,20190913
17597,プライベート・ウォー,2019,9,13,20190913
17598,舞台「機動戦士ガンダム００」ライブビューイング,2019,9,13,20190913
17641,ＥＸＩＬＥ ＳＨＯＫＩＣＨＩ ＬＩＶＥ ＴＯＵＲ ２０１９”ＵＮＤＥＲＤＯＧＧ”ライブビューイング,2019,9,15,20190915
17662,ＷＥ ＬＯＶＥ ＮＡＭＩＥ サンクス・ビューイング ～２０１８．６．３東京ドーム～ ＬＶ,2019,9,16,20190916
17665,ＢａｎＧ Ｄｒｅａｍ！ ＦＩＬＭ ＬＩＶＥ,2019,9,16,20190916
17766,ＴＶアニメ｢スタンドマイヒーローズ ＰＩＥＣＥ ＯＦ ＴＲＵＴＨ」トークショー付先行上映会 ライブビューイング,2019,9,20,20190920
17771,ＴＶアニメ「スタンドマイヒーローズ ＰＩＥＣＥ ＯＦ …,2019,9,20,20190920
17784,アナベル 死霊博物館,2019,9,21,20190921
17785,見えない目撃者,2019,9,21,20190921
17796,３人の信長,2019,9,21,20190921
17803,アド・アストラ,2019,9,22,20190922
17804,ＨＥＬＬＯ ＷＯＲＬＤ ハロー・ワールド,2019,9,22,20190922
17817,舞台「幽☆遊☆白書」 ライブビューイング,2019,9,22,20190922
17822,「ＡＤ－ＬＩＶＥ ＺＥＲＯ」ライブビューイング,2019,9,22,20190922
17823,（発声ＯＫ）「かぐや様は告らせたい ～天才たちの恋愛頭脳戦～」天下分け目の応援合戦,2019,9,22,20190922
17892,アンジュルム コンサートツアー ２０１９ 春 ファイナル 和田彩花卒業スペシャル 「輪廻転生」 ＬＶ,2019,9,25,20190925
17897,アンジュルム コンサートツアー ２０１９秋 勝田里奈 卒業スペシャル 「Ｎｅｘｔ Ｐａｇｅ」 ＬＶ,2019,9,25,20190925
17930,任侠学園,2019,9,27,20190927
17935,銀河英雄伝説 Ｄｉｅ Ｎｅｕｅ Ｔｈｅｓｅ 星乱 第一章,2019,9,27,20190927
17942,ヘルボーイ,2019,9,27,20190927
17967,惡の華,2019,9,28,20190928
17974,宮本から君へ,2019,9,28,20190928
17987,ホテル・ムンバイ,2019,9,29,20190929
17990,あんさんぶるスターズ！エクストラ・ステージ ～Ｄｅｓｔｒｕｃｔｉｏｎ×Ｒｏａｄ～ ＬＶ,2019,9,29,20190929
17991,ＭＡＮＫＡＩ ＳＴＡＧＥ「Ａ３！」～ＳＰＲＩＮＧ ２０１９～ライブビューイング,2019,9,29,20190929
17998,あんさんぶるスターズ！エクストラ・ステージ Ｍｅｍｏｒｙ ｏｆ Ｍａｒｉｏｎｅｔｔｅ ＬＶ,2019,9,29,20190929
18001,宝塚歌劇 花組宝塚大劇場公演「Ａ Ｆａｉｒｙ Ｔａｌｅ 青い薔薇の精」「シャルム！」千秋楽ライブ中継,2019,9,30,20190930
18048,幽玄 １９月イチ歌舞伎,2019,10,1,20191001
18049,ハミングバード・プロジェクト ０．００１秒の男たち,2019,10,1,20191001
18070,ＫＣＯＮ ２０１９ ＴＨＡＩＬＡＮＤ × Ｍ ＣＯＵＮＴＤＯＷＮ ディレイ・ビューイング,2019,10,2,20191002
18101,ＨｉＧＨ＆ＬＯＷ ＴＨＥ ＷＯＲＳＴ×ＴＨＥ ＲＡＭＰＡＧＥ,2019,10,4,20191004
18102,蜜蜂と遠雷,2019,10,4,20191004
18103,ジョン・ウィック：パラベラム,2019,10,4,20191004
18114,「ヒキタさん！ご懐妊ですよ」公開記念上映,2019,10,4,20191004
18121,リンキング・ラブ,2019,10,4,20191004
18150,ジョーカー,2019,10,6,20191006
18151,水曜どうでしょう祭 ＦＥＳＴＩＶＡＬ ｉｎ ＳＡＰＰＯＲＯ ２０１９ ライブ・ビューイング,2019,10,6,20191006
18240,メタリカ＆サンフランシスコ交響楽団：Ｓ＆Ｍ２,2019,10,9,20191009
18277,空の青さを知る人よ,2019,10,11,20191011
18278,イエスタデイ,2019,10,11,20191011
18285,クロール －凶暴領域－,2019,10,11,20191011
18310,真実,2019,10,12,20191012
18311,ＢＡＢＹＭＥＴＡＬ 「ＬＩＶＥ ＡＴ ＴＨＥ ＦＯＲＵＭ」 ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,10,12,20191012
18318,「リトル・マーメイド」３０周年 記念上映,2019,10,12,20191012
18319,英雄は嘘がお好き,2019,10,12,20191012
18326,宝塚歌劇 星組東京宝塚劇場公演千秋楽「紅ゆずるラストデイ」ライブ中継,2019,10,13,20191013
18397,＜マジＬＯＶＥライブ上映＞劇場版 うたの☆プリンスさまっ♪マジＬＯＶＥキングダム,2019,10,15,20191015
18398,エンディングノート,2019,10,15,20191015
18401,最高の人生の見つけ方,2019,10,16,20191016
18418,カーリングシトーンズ デビューライブ！ｉｎシネマ ～カーリング・シトーンズと近所の石～,2019,10,16,20191016
18441,ガールズ＆パンツァー 最終章 ４Ｄ ～第１話＋第２話～,2019,10,17,20191017
18454,楽園,2019,10,18,20191018
18459,フッド ザ・ビギニング,2019,10,18,20191018
18476,映画スター☆トゥインクルプリキュア,2019,10,19,20191019
18477,マレフィセント２,2019,10,19,20191019
18478,世界から希望が消えたなら。,2019,10,19,20191019
18497,第６７回全日本吹奏楽コンクール全国大会 中学Ａ,2019,10,19,20191019
18544,スペシャルアクターズ,2019,10,21,20191021
18645,１０８ 海馬五郎の復讐と冒険,2019,10,25,20191025
18646,映画「夏の夜空と秋の夕日と冬の朝と春の風」～＝ＬＯＶＥメンバーと一緒に鑑賞しよう！上映会～,2019,10,25,20191025
18649,ジェミニマン（ＳｃｒｅｅｎＸ・字幕版）,2019,10,25,20191025
18664,銀河英雄伝説 Ｄｉｅ Ｎｅｕｅ Ｔｈｅｓｅ 星乱 第二章,2019,10,26,20191026
18673,ロイヤル・コンセルトヘボウ オーケストラがやって来る,2019,10,26,20191026
18674,キミだけにモテたいんだ。,2019,10,26,20191026
18681,ミュージカル「刀剣乱舞」～葵咲本紀～ ライブビューイング,2019,10,27,20191027
18682,冴えない彼女の育てかた Ｆｉｎｅ,2019,10,27,20191027
18719,Ｔ－３４ レジェンド・オブ・ウォー,2019,10,28,20191028
18798,「ロイヤル・オペラ・ハウス２０１７／１８」バレエ「不思議の国のアリス」,2019,10,31,20191031
18801,マチネの終わりに,2019,11,1,20191101
18804,ブラック校則,2019,11,1,20191101
18807,ジェミニマン,2019,11,1,20191101
18820,最初の晩餐,2019,11,1,20191101
18825,ＩＴ イット ＴＨＥ ＥＮＤ ’それ”が見えたら、終わり。,2019,11,2,20191102
18856,閉鎖病棟 それぞれの朝,2019,11,3,20191103
18973,超時空要塞マクロス 愛おぼえていますか 爆音映画祭,2019,11,7,20191107
18976,Ｒｅ：ゼロから始める異世界生活 氷結の絆,2019,11,8,20191108
18977,ひとよ,2019,11,8,20191108
18984,蒼穹のファフナー ＴＨＥ ＢＥＹＯＮＤ 第四話・第五話・第六話,2019,11,8,20191108
18985,永遠の門 ゴッホの見た未来,2019,11,8,20191108
18992,その瞬間、僕は泣きたくなった ＣＩＮＥＭＡ ＦＩＧＨＴＥＲＳ ｐｒｏｊｅｃｔ,2019,11,8,20191108
18993,（４ＤＸ）ルパン三世 カリオストロの城,2019,11,8,20191108
19000,ターミネーター ニュー・フェイト,2019,11,9,20191109
19027,映画 すみっコぐらし とびだす絵本とひみつのコ,2019,11,10,20191110
19060,宝塚歌劇 月組宝塚大劇場公演「Ｉ ＡＭ ＦＲＯＭ ＡＵＳＴＲＩＡ－故郷は甘き調べ－」千秋楽ライブ中継,2019,11,11,20191111
19157,ブライトバーン／恐怖の拡散者,2019,11,15,20191115
19160,オーバー・エベレスト 陰謀の氷壁,2019,11,15,20191115
19163,影踏み,2019,11,15,20191115
19164,地獄少女,2019,11,15,20191115
19181,エンド・オブ・ステイツ,2019,11,16,20191116
19182,あんさんぶるスターズ！ＤＲＥＡＭ ＬＩＶＥ －４ｔｈ Ｔｏｕｒ Ｐｒｉｓｍ Ｓｔａｒ！,2019,11,16,20191116
19221,殺さない彼と死なない彼女,2019,11,17,20191117
19242,ＴＲＵＭＰ ｓｅｒｉｅｓ １０ｔｈ ＡＮＮＩＶＥＲＳＡＲＹ ＦＩＮＡＬ 「繭期大夜会」 ＬＶ,2019,11,18,20191118
19263,ＭＥＴライブビューイング１９－２０ トゥーランドット,2019,11,19,20191119
19326,決算！忠臣蔵,2019,11,22,20191122
19331,ゾンビランド：ダブルタップ,2019,11,22,20191122
19350,アナと雪の女王２,2019,11,23,20191123
19379,宝塚歌劇 花組東京宝塚劇場公演千秋楽「明日海りおラストデイ」ライブ中継,2019,11,24,20191124
19416,フラグタイム,2019,11,25,20191125
19473,ライフ・イットセルフ 未来に続く物語,2019,11,27,20191127
19490,千鳥の大漫才２０１８ ライブ・ビューイング,2019,11,28,20191128
19507,銀河英雄伝説 Ｄｉｅ Ｎｅｕｅ Ｔｈｅｓｅ 星乱 第三章,2019,11,29,20191129
19510,ＨＵＭＡＮ ＬＯＳＴ 人間失格,2019,11,29,20191129
19511,ガンダム Ｇのレコンギスタ 特別先行版,2019,11,29,20191129
19518,羊とオオカミの恋と殺人,2019,11,29,20191129
19521,劇場版「Ｇのレコンギスタ？」「行け！コア・ファイター」,2019,11,29,20191129
19554,ドクター・スリープ,2019,12,1,20191201
19557,シティーハンター ＴＨＥ ＭＯＶＩＥ 史上最香のミッション,2019,12,1,20191201
19560,Ｒｏｓｅｌｉａ×ＲＡＩＳＥ Ａ ＳＵＩＬＥＮ Ｒａｕｓｃｈ ｕｎｄ／ａｎｄ Ｃｒａｚｉｎｅｓｓ,2019,12,1,20191201
19571,ＴＨＥ ＩＮＦＯＲＭＥＲ／三秒間の死角,2019,12,1,20191201
19592,マノン ＭＥＴ２０１９－２０シーズン,2019,12,2,20191202
19623,古舘伊知郎トークライブ「戯言」ライブ・ビューイング,2019,12,3,20191203
19628,Ｍ－１ グランプリ ２０１９ 準決勝,2019,12,4,20191204
19677,午前０時、キスしに来てよ,2019,12,6,20191206
19682,２０ｔｈ Ａｎｎｉｖｅｒｓａｒｙ ゴスペラーズコンサート２０１８ ｉｎ Ｎａｅｂａ ライブ・ビューイング,2019,12,6,20191206
19685,ラスト・クリスマス,2019,12,6,20191206
19690,シネマ歌舞伎 人情噺 文七元結,2019,12,6,20191206
19697,’隠れビッチ”やってました。,2019,12,6,20191206
19716,東京０３単独公演「人間味風」ライブビューイング,2019,12,7,20191207
19733,Ｓ．Ｑ．Ｐ Ｖｅｒ．ＳｏｌｉｄＳ ライブ・ビューイング,2019,12,8,20191208
19736,おそ松さん ｏｎ ＳＴＡＧＥ ～ＳＩＸ ＭＥＮＳ ＳＨＯＷ ＴＩＭＥ ３～」ライブビューイング,2019,12,8,20191208
19739,Ｓｕｐｅｒｆｌｙ Ａｒｅｎａ Ｔｏｕｒ ２０１９ ’０” ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,12,8,20191208
19766,ポルカドットスティングレイ 先行上映会,2019,12,9,20191209
19789,アンジュルム ２０１９夏秋「Ｎｅｘｔ Ｐａｇｅ」 ～中西香菜卒業スペシャル～ ライブビューイング,2019,12,10,20191210
19790,えほんのひろば劇場,2019,12,10,20191210
19793,少女☆歌劇 レヴュースタァライト －Ｔｈｅ ＬＩＶＥ－ ♯２ ｒｅｖｉｖａｌ ディレイ・ビューイング,2019,12,10,20191210
