,映画（作品名）,年,月,日,公開日
19802,ルパン三世 ＴＨＥ ＦＩＲＳＴ,2019,12,11,20191211
19851,屍人荘の殺人,2019,12,13,20191213
19852,ジュマンジ／ネクスト・レベル,2019,12,13,20191213
19859,映画 ひつじのショーン ＵＦＯフィーバー！,2019,12,13,20191213
19870,サウンド・オブ・ミュージック,2019,12,13,20191213
19881,アイドリッシュセブン ファン感謝祭ｖｏｌ．５～Ｗｅｌｃｏｍｅ！愛なＮｉｇｈｔ！～ライブビューイング,2019,12,14,20191214
19884,宝塚歌劇 星組東京建物 Ｂｒｉｌｌｉａ ＨＡＬＬ公演「ロックオペラ モーツァルト」ライブ中継,2019,12,14,20191214
19887,ぼくらの７日間戦争,2019,12,14,20191214
19896,ラブライブ！虹ヶ咲学園スクールアイドル同好会 Ｆｉｒｓｔ Ｌｉｖｅ,2019,12,14,20191214
19907,カツベン！,2019,12,15,20191215
19910,ＧＥＮＥＲＡＴＩＯＮＳ ＬＩＶＥ ＴＯＵＲ ２０１９ ”少年クロニクル”ＬＩＶＥ ＶＩＥＷＩＮＧ,2019,12,15,20191215
19915,ハイパープロジェクション演劇「ハイキュー！！」’飛翔”ライブビューイング,2019,12,15,20191215
19934,映画 妖怪学園Ｙ 猫はＨＥＲＯになれるか,2019,12,16,20191216
19947,ウエスト・サイド物語,2019,12,16,20191216
19974,（カ新）ムッシュ・アンリと私の秘密,2019,12,17,20191217
20001,＜ＴＨＥＡＴＥＲ ＬＩＶＥ＞錦戸亮 ＬＩＶＥ ＴＯＵＲ ２０１９ ’ＮＯＭＡＤ”,2019,12,19,20191219
20008,錦戸亮 ＬＩＶＥ ＴＯＵＲ ２０１９”ＮＯＭＡＤ” ライブビューイング,2019,12,19,20191219
20025,スター・ウォーズ スカイウォーカーの夜明け,2019,12,20,20191220
20026,僕のヒーローアカデミア ＴＨＥ ＭＯＶＩＥ ヒーローズ：ライジング,2019,12,20,20191220
20031,ヒックとドラゴン 聖地への冒険,2019,12,20,20191220
20038,テッド・バンディ,2019,12,20,20191220
20039,ＦＯＲ ＲＥＡＬ ２０１９ －戻らない瞬間、残されるもの。－,2019,12,20,20191220
20048,ＴＨＥ ＵＰＳＩＤＥ 最強のふたり,2019,12,20,20191220
20103,仮面ライダー 令和 ザ・ファースト・ジェネレーション,2019,12,23,20191223
20118,この世界の（さらにいくつもの）片隅に,2019,12,23,20191223
20137,ももいろクローバーＺ「ももいろクリスマス２０１９」ライブビューイング,2019,12,24,20191224
20190,（発声ＯＫ）ＨｉＧＨ＆ＬＯＷ ＴＨＥ ＷＯＲＳＴ×ＴＨＥ ＲＡＭＰＡＧＥ 応援上映×ＬＩＶＥ,2019,12,26,20191226
20193,シソンヌライブ（モノクロ）２０１９ 東京凱旋公演 ライブ・ビューイング,2019,12,26,20191226
20202,男はつらいよ お帰り 寅さん,2019,12,27,20191227
20217,「パラサイト 半地下の家族」特別先行公開,2019,12,27,20191227
20220,ショーシャンクの空に,2019,12,27,20191227
20237,宝塚歌劇 月組東京宝塚劇場公演 Ｉ ＡＭ ＦＲＯＭ ＡＵＳＴＲＩＡ故郷は甘き調べ 千秋楽ライブ中継,2019,12,28,20191228
20248,宝塚歌劇 月組東京宝塚劇場公演「夢現無双」「クルンテープ」 ライブ中継,2019,12,28,20191228
20257,劇場版 新幹線変形ロボ シンカリオン 未来からきた神速のＡＬＦＡ－Ｘ,2019,12,29,20191229
20268,氷艶 ｈｙｏｅｎ２０１９ 月光かりの如く ディレイ・ビューイング,2019,12,29,20191229
20295,氷艶 ｈｙｏｅｎ２０１９ 月光かりの如く トークショー＆先行上映会,2019,12,30,20191230
20322,Ｈｅｌｌｏ！Ｐｒｏｊｅｃｔ ＣＯＵＮＴＤＯＷＮ ＰＡＲＴＹ ２０１９ ライブビューイング,2019,12,31,20191231
20391,ロング・ショット 僕と彼女のありえない恋,2020,1,3,20200103
20394,シネマ歌舞伎 廓文章 吉田屋,2020,1,3,20200103
20413,尾崎豊を探して,2020,1,4,20200104
20550,カイジ ファイナルゲーム,2020,1,10,20200110
20555,パラサイト 半地下の家族,2020,1,10,20200110
20556,ダウントン・アビー,2020,1,10,20200110
20565,ティーンスピリット,2020,1,10,20200110
20574,明日、キミのいない世界で,2020,1,10,20200110
20591,ＫＩＮＧ ＯＦ ＰＲＩＳＭ ＡＬＬ ＳＴＡＲＳ プリズムショー☆ベストテン Ｏｖｅｒ Ｔｈｅ Ｒａｉ,2020,1,11,20200111
20592,シライサン,2020,1,11,20200111
20593,ＴＨＥ ＩＤＯＬＭ＠ＳＴＥＲ ＣＩＮＤＥＲＥＬＬＡ ＧＩＲＬＳ ７ｔｈ ライブ アンコール上映会ＬＶ,2020,1,11,20200111
20598,ＴＨＥ ＯＲＡＬ ＣＩＧＡＲＥＴＴＥＳ「ＰＡＲＡＳＩＴＥ ＤＥＪＡＶＵ ＴＨＥ ＭＯＶＩＥ」,2020,1,11,20200111
20603,フォードｖｓフェラーリ,2020,1,12,20200112
20674,マザーレスブルックリン,2020,1,14,20200114
20725,ラストレター,2020,1,17,20200117
20730,リチャード・ジュエル,2020,1,17,20200117
20735,ジョジョ・ラビット,2020,1,17,20200117
20738,ｍｅｌｌｏｗ 公開記念 今泉力哉監督特集上映,2020,1,17,20200117
20739,サマーウォーズ,2020,1,17,20200117
20740,太陽の家,2020,1,17,20200117
20741,ペット・セメタリー,2020,1,17,20200117
20760,劇場版 メイドインアビス 深き魂の黎明,2020,1,18,20200118
20761,「ラブライブ！フェス」ライブビューイング,2020,1,18,20200118
20766,ＡＤ－ＬＩＶＥ ＺＥＲＯ 特別公演 ライブ・ビューイング,2020,1,18,20200118
20787,宝塚歌劇 花組東京国際フォーラム公演「ＤＡＮＣＥ ＯＬＹＭＰＩＡ」ライブ中継,2020,1,19,20200119
20824,帰郷,2020,1,20,20200120
20829,記憶屋 あなたを忘れない,2020,1,21,20200121
20888,ＲＡＤＷＩＭＰＳ／ＡＮＴＩ ＡＮＴＩ ＧＥＮＥＲＡＴＩＯＮ ＴＯＵＲ,2020,1,23,20200123
20915,ロマンスドール,2020,1,24,20200124
20916,ＲＡＤＷＩＭＰＳ／ＡＮＴＩ ＡＮＴＩ ＧＥＮＥＲＡＴＩＯＮ ＴＯＵＲ ２０１９,2020,1,24,20200124
20919,風の電話,2020,1,24,20200124
20920,劇場版 ハイスクール・フリート,2020,1,24,20200124
20921,ｈｉｓ,2020,1,24,20200124
20922,テリー・ギリアムのドン・キホーテ,2020,1,24,20200124
20925,キャッツ,2020,1,25,20200125
20938,サヨナラまでの３０分,2020,1,25,20200125
21075,ＡＩ崩壊,2020,1,31,20200131
21078,バッドボーイズ フォー・ライフ,2020,1,31,20200131
21079,嘘八百 京町ロワイヤル,2020,1,31,20200131
21110,ゴブリンスレイヤー ＧＯＢＬＩＮＳ ＣＲＯＷＮ,2020,2,1,20200201
21111,前田建設 ファンタジー営業部,2020,2,1,20200201
21124,あんさんぶるスターズ！エクストラ・ステージ～Ｎｉｇｈｔ ｏｆ Ｂｌｏｓｓｏｍｉｎｇ Ｓｔａｒｓ～ＬＶ,2020,2,1,20200201
21151,宝塚歌劇 雪組宝塚大劇場公演「ＯＮＣＥ ＵＰＯＮ Ａ ＴＩＭＥ ＩＮ ＡＭＥＲＩＣＡ」千秋楽 ＬＶ,2020,2,3,20200203
21168,シグナル１００,2020,2,3,20200203
21181,ナイブズ・アウト 名探偵と刃の館の秘密,2020,2,3,20200203
21250,ヲタクに恋は難しい,2020,2,7,20200207
21251,犬鳴村,2020,2,7,20200207
21260,侍の名のもとに 野球日本代表 侍ジャパンの８００日,2020,2,7,20200207
21267,グッドライアー 偽りのゲーム,2020,2,7,20200207
21272,歌舞伎ＮＥＸＴ 阿弖流為〈アテルイ〉,2020,2,7,20200207
21301,劇場版 騎士竜戦隊リュウソウジャーＶＳルパンレンジャーＶＳパトレンジャー,2020,2,9,20200209
21414,貴族降臨 完成披露試写会,2020,2,13,20200213
21419,ハスラーズ,2020,2,13,20200213
21426,１９１７ 命をかけた伝令,2020,2,14,20200214
21433,ＭＡＮ ＷＩＴＨ Ａ ＭＩＳＳＩＯＮ ＴＨＥ ＭＯＶＩＥ ＴＲＡＣＥ ｔｈｅ ＨＩＳＴＯＲＹ,2020,2,14,20200214
21448,ＴＶアニメ「ＡＣＣＡ１３区監察課」全１２話オールナイト上映会＆トークショー,2020,2,14,20200214
21455,グッドバイ 嘘からはじまる人生喜劇,2020,2,15,20200215
21460,影裏,2020,2,15,20200215
21485,ミュージカル「テニスの王子様」３ｒｄシーズン 青学ｖｓ立海 後編 大千秋楽ライブビューイング,2020,2,16,20200216
21490,新作歌舞伎「風の谷のナウシカ：前編」,2020,2,16,20200216
21521,囀る鳥は羽ばたかない Ｔｈｅ ｃｌｏｕｄｓ ｇａｔｈｅｒ,2020,2,17,20200217
21602,デジモンアドベンチャー ＬＡＳＴ ＥＶＯＬＵＴＩＯＮ 絆,2020,2,21,20200221
21609,世界一初恋 プロポーズ編,2020,2,21,20200221
21622,恐竜超伝説 劇場版 ダーウィンが来た！,2020,2,21,20200221
21631,スキャンダル,2020,2,22,20200222
21632,チャーリーズ・エンジェル,2020,2,22,20200222
21633,ミッドサマー,2020,2,22,20200222
21640,ねこねこ日本史 龍馬のはちゃめちゃタイムトラベルぜよ！,2020,2,22,20200222
21651,スマホを落としただけなのに 囚われの殺人鬼,2020,2,23,20200223
21670,ＣＹａＲｏｎ！Ｆｉｒｓｔ ＬＯＶＥＬＩＶＥ！ ～ Ｂｒａｖｅｈｅａｒｔ Ｃｏａｓｔｅｒ ～ ＬＶ,2020,2,23,20200223
21671,劇場版「ＧのレコンギスタＩＩ」「ベルリ 撃進」,2020,2,23,20200223
21694,Ｒｅｄ,2020,2,24,20200224
21777,野性の呼び声,2020,2,28,20200228
21784,スケアリーストーリーズ 怖い本,2020,2,28,20200228
21785,初恋,2020,2,28,20200228
21790,架空ＯＬ日記,2020,2,28,20200228
21793,地獄の黙示録 ファイナル・カット（ＩＭＡＸ版）,2020,2,28,20200228
21798,エスケープ・ルーム,2020,2,28,20200228
21807,Ｖシネクスト「仮面ライダージオウ ＮＥＸＴ ＴＩＭＥ ゲイツ、マジェスティ」,2020,2,29,20200229
21816,黒い司法 ０％からの奇跡,2020,2,29,20200229
21827,ＳＨＩＲＯＢＡＫＯ,2020,3,1,20200301
21868,（後編）新作歌舞伎「風の谷のナウシカ」ディレイビューイング,2020,3,2,20200302
21975,Ｆｕｋｕｓｈｉｍａ ５０,2020,3,7,20200307
21976,仮面病棟,2020,3,7,20200307
21991,バック・トゥ・ザ・フューチャー,2020,3,7,20200307
21998,劇場版 おいしい給食 Ｆｉｎａｌ Ｂａｔｔｌｅ,2020,3,7,20200307
22007,ジュディ 虹の彼方に,2020,3,8,20200308
22072,羅小黒戦記,2020,3,10,20200310
22127,貴族降臨 －ＰＲＩＮＣＥ ＯＦ ＬＥＧＥＮＤ－,2020,3,13,20200313
22142,ミッドサマー ディレクターズカット版,2020,3,13,20200313
22147,バック・トゥ・ザ・フューチャーＰＡＲＴ２,2020,3,13,20200313
22164,ジョン・Ｆ・ドノヴァンの死と生,2020,3,14,20200314
22265,「新聞記者」アンコール上映,2020,3,18,20200318
22286,劇団☆新感線「偽義経冥界歌」ライブビューイング,2020,3,19,20200319
22301,一度死んでみた,2020,3,20,20200320
22302,弥生、三月 君を愛した３０年,2020,3,20,20200320
22307,三島由紀夫ＶＳ東大全共闘 ５０年目の真実,2020,3,20,20200320
22314,バック・トゥ・ザ・フューチャーＰＡＲＴ３,2020,3,20,20200320
22325,ハーレイ・クインの華麗なる覚醒 Ｂｉｒｄｓ ｏｆ Ｐｒｅｙ,2020,3,21,20200321
22486,１５ｔｈ Ａｎｎｉｖｅｒｓａｒｙ ＳＵＰＥＲ ＨＡＮＤＳＯＭＥ ＬＩＶＥ プレミアムエディションＤＶ,2020,3,26,20200326
22505,ＰＳＹＣＨＯ－ＰＡＳＳ サイコパス３ ＦＩＲＳＴ ＩＮＳＰＥＣＴＯＲ,2020,3,28,20200328
22522,放課後ソーダ日和 特別版,2020,3,28,20200328
22533,サーホー,2020,3,29,20200329
22542,ワイルド・スピード ＥＵＲＯ ＭＩＳＳＩＯＮ,2020,3,29,20200329
22567,こぶしファクトリーライブ２０２０～Ｔｈｅ Ｆｉｎａｌ Ｒｉｎｇ！～ ライブビューイング,2020,3,30,20200330
22598,パワーレンジャー,2020,3,31,20200331
22599,音楽,2020,3,31,20200331
22662,ＡＫＩＲＡ アキラ,2020,4,3,20200403
22667,囚われた国家 （字幕版）,2020,4,3,20200403
22686,星屑の町,2020,4,4,20200404
22691,ケアニン こころに咲く花,2020,4,4,20200404
22724,スウィング・キッズ,2020,4,5,20200405
22745,暗数殺人,2020,4,6,20200406
22796,ワイルド・スピード ＳＫＹ ＭＩＳＳＩＯＮ,2020,4,8,20200408
22899,（リクエスト上映会）箱入娘面屋人魚,2020,4,12,20200412
22914,酔うと化け物になる父がつらい,2020,4,13,20200413
22915,ＣＯＭＰＬＥＴＥ ＭＩＳＳＩＯＮ,2020,4,13,20200413
22916,ラスト・ムービースター,2020,4,13,20200413
22917,２１世紀の女の子,2020,4,13,20200413
22918,デニス・ホッパー／狂気の旅路,2020,4,13,20200413
22931,ビッグ・リトル・ファーム 理想の暮らしのつくり方,2020,4,14,20200414
22944,子どもたちをよろしく,2020,4,14,20200414
22945,無敵のドラゴン,2020,4,14,20200414
22988,新喜劇王,2020,4,16,20200416
22999,もみの家,2020,4,16,20200416
23032,シン・ゴジラ,2020,5,16,20200516
23045,ロング・ウェイ・ノース 地球のてっぺん,2020,5,16,20200516
23050,心霊喫茶「エクストラ」の秘密,2020,5,17,20200517
23073,＜月イチ歌舞伎２０２０＞京鹿子娘二人道成寺,2020,5,17,20200517
23078,ぼくは明日、昨日のきみとデートする,2020,5,18,20200518
23089,マッドマックス 怒りのデス・ロード「ブラック＆クローム」,2020,5,18,20200518
23094,コマンドー ＜４Ｋニューマスター＞,2020,5,18,20200518
23095,オール・ユー・ニード・イズ・キル,2020,5,18,20200518
23122,名もなき生涯,2020,5,19,20200519
23139,君の名は。,2020,5,20,20200520
23148,ナイチンゲール,2020,5,20,20200520
23189,映画 少年たち（実演映像付き）Ｂパターン（本編 実演映像）,2020,5,22,20200522
23224,９人の翻訳家 囚われたベストセラー,2020,5,23,20200523
23247,ハッピーアイランド,2020,5,24,20200524
23294,マッドマックス 怒りのデス・ロード,2020,5,26,20200526
23351,ブラッドショット （字幕版）,2020,5,29,20200529
23358,Ｅ．Ｔ．,2020,5,29,20200529
23361,怒り,2020,5,29,20200529
23362,ＣＵＲＥＤ キュアード （字幕版）,2020,5,29,20200529
23365,４ＤＸｗｉｔｈＳｃｒｅｅｎＸＩＴ イット ＴＨＥ ＥＮＤ ’それ”が見えたら、終わり。,2020,5,29,20200529
23368,恐怖回避ばーじょん）犬鳴村,2020,5,29,20200529
23391,キセキ－あの日のソビト－,2020,5,30,20200530
23398,鉄道員（ぽっぽや）,2020,5,30,20200530
23447,ひまわり ＜５０周年ＨＤレストア版＞,2020,6,1,20200601
23470,２１世紀の資本,2020,6,2,20200602
23525,デッド・ドント・ダイ,2020,6,5,20200605
23534,ルース・エドガー,2020,6,5,20200605
23545,（モノクロ版）パラサイト 半地下の家族 ＜モノクロＶｅｒ．＞,2020,6,5,20200605
23552,ＡＮＮＡ アナ,2020,6,6,20200606
23559,シビル・ウォー キャプテン・アメリカ,2020,6,6,20200606
23574,中国語音声・羅小黒戦記,2020,6,6,20200606
23581,アベンジャーズ エイジ・オブ・ウルトロン,2020,6,7,20200607
23588,ハリエット,2020,6,7,20200607
23619,パラサイト 半地下の家族（白黒版・字幕版）,2020,6,8,20200608
23622,ポップスター,2020,6,8,20200608
23623,ＵＬＴＩＲＡ 劇場版「機動戦士ガンダム」,2020,6,8,20200608
23644,不明,2020,6,9,20200609
23701,死神遣いの事件帖－傀儡夜曲－,2020,6,12,20200612
23706,ワールドエンド （字幕版）,2020,6,12,20200612
23707,ホーンテッド 世界一怖いお化け屋敷,2020,6,12,20200612
23710,グッド・ボーイズ,2020,6,12,20200612
23715,ライブリポート （字幕版）,2020,6,12,20200612
23718,１５年後のラブソング （字幕版）,2020,6,12,20200612
23725,ストーリー・オブ・マイライフ わたしの若草物語,2020,6,12,20200612
23820,ボリショイ・バレエｉｎシネマ Ｓｅａｓｏｎ２０１９－２０「ライモンダ」,2020,6,17,20200617
23821,ボリショイ・バレエｉｎシネマ Ｓｅａｓｏｎ２０１９－２０「白鳥の湖」,2020,6,17,20200617
23850,ドクター・ドリトル,2020,6,19,20200619
23851,水曜日が消えた,2020,6,19,20200619
23862,ガーディアンズ・オブ・ギャラクシー,2020,6,19,20200619
23863,ペイン・アンド・グローリー,2020,6,19,20200619
23864,アイアンマン３,2020,6,19,20200619
23873,＜月イチ歌舞伎２０２０＞喜撰／棒しばり,2020,6,19,20200619
23878,エジソンズ・ゲーム,2020,6,20,20200620
24025,ランボー ラスト・ブラッド,2020,6,26,20200626
24026,千と千尋の神隠し,2020,6,26,20200626
24027,風の谷のナウシカ,2020,6,26,20200626
24028,もののけ姫,2020,6,26,20200626
24033,ゲド戦記,2020,6,26,20200626
24040,ワイルドローズ,2020,6,26,20200626
24045,こどもしょくどう,2020,6,26,20200626
24074,悪の偶像,2020,6,27,20200627
24089,ＺＡＲＤ ３０ｔｈ Ａｎｎｉｖｅｒｓａｒｙ ＬＩＶＥ ２００４「Ｗｈａｔ ａ ｂｅａｕｔｉｆｕｌ ｍｏｍｅｎｔ Ｔｏｕｒ」Ｆｕｌｌ ＨＤ Ｅｄｉｔｉｏｎ,2020,6,28,20200628
24096,ＺＡＲＤ ＬＩＶＥ ２００４「Ｗｈａｔ ａ ｂｅａｕｔｉｆｕｌ ｍｏｍｅｎｔ Ｔｏｕｒ」Ｆｕｌｌ Ｈ,2020,6,28,20200628
24131,ソニック・ザ・ムービー,2020,6,30,20200630
24204,ＭＯＴＨＥＲ マザー,2020,7,3,20200703
24205,水曜日が消えた 公開記念付き上映,2020,7,3,20200703
24212,一度も撃ってません,2020,7,3,20200703
24213,カセットテープ・ダイアリーズ,2020,7,3,20200703
24214,のぼる小寺さん,2020,7,3,20200703
24215,美女と野獣,2020,7,3,20200703
24216,アンチグラビティ （字幕版）,2020,7,3,20200703
24221,イップ・マン外伝 マスターＺ,2020,7,3,20200703
24222,チアアップ！,2020,7,3,20200703
24223,シンデレラ,2020,7,3,20200703
24234,レイニーデイインニューヨーク,2020,7,4,20200704
24245,パイレーツ・オブ・カリビアン 最後の海賊,2020,7,4,20200704
24248,癒しのこころみ 自分を好きになる方法,2020,7,4,20200704
24379,私がモテてどうすんだ,2020,7,10,20200710
24384,ダークナイト,2020,7,10,20200710
24393,ホット・ファズ 俺たちスーパーポリスメン！,2020,7,10,20200710
24404,透明人間,2020,7,11,20200711
24419,ＴＨＥ ＯＲＡＬ ＣＩＧＡＲＥＴＴＥＳ ＵＮＯＦＦＩＣＩＡＬ ＤＩＮＩＮＧ ＴＯＵＲ ２０１７,2020,7,11,20200711
24424,＜月イチ歌舞伎２０２０＞東海道中膝栗毛,2020,7,11,20200711
24443,ＨＹＤＥ ＬＩＶＥ ２０１９ ＡＮＴＩ ＦＩＮＡＬ,2020,7,12,20200712
24458,ＷＡＶＥＳ ウェイブス,2020,7,13,20200713
24499,バルーン 奇蹟の脱出飛行,2020,7,14,20200714
24542,ワイルドツアー,2020,7,16,20200716
24563,悪人伝,2020,7,17,20200717
24564,八王子ゾンビーズ,2020,7,17,20200717
24569,ブリット＝マリーの幸せなひとりだち,2020,7,17,20200717
24570,ライド・ライク・ア・ガール （字幕版）,2020,7,17,20200717
24575,今日から俺は！！劇場版,2020,7,18,20200718
24582,ステップ,2020,7,18,20200718
24585,機動警察パトレイバー ＴＨＥ ＭＯＶＩＥ,2020,7,18,20200718
24586,進撃の巨人 クロニクル,2020,7,18,20200718
24707,海底４７メートル 古代マヤの死の迷宮,2020,7,23,20200723
24714,Ａｍｕｓｅ プレゼンツ ＳＵＰＥＲ ハンサム ＬＩＶＥ ２０１２ ＳＵＰＥＲ ＰＲＥＭＩＵＭ ＶＥＲ,2020,7,23,20200723
24727,劇場版 ひみつ×戦士 ファントミラージュ！～映画になってちょーだいします～,2020,7,24,20200724
24776,コンフィデンスマンＪＰ プリンセス編,2020,7,26,20200726
24815,ブラック アンド ブルー,2020,7,27,20200727
24820,プラド美術館 驚異のコレクション,2020,7,27,20200727
24919,アルプススタンドのはしの方 先行上映,2020,7,31,20200731
24922,君が世界のはじまり,2020,7,31,20200731
24923,カラーアウトオブスペース－遭遇－,2020,7,31,20200731
24924,♯ハンド全力,2020,7,31,20200731
24933,人体のサバイバル！／がんばれいわ！！ロボコン,2020,8,1,20200801
24938,海辺の映画館 キネマの玉手箱,2020,8,1,20200801
25049,パブリック 図書館の奇跡,2020,8,5,20200805
25070,フェス２０２０－Ａｃｔ Ｃａｌｌ－’ＦＩＬＭ ＦＥＳ”坂本龍一ＰＥＲＦＯＲＭＡＮＣＥ ＩＮ ＮＥＷ ＹＯＲＫ：ａｓｙｎｃ,2020,8,6,20200806
25075,映画ドラえもん ２０２０ のび太の新恐竜,2020,8,7,20200807
25078,ぐらんぶる,2020,8,7,20200807
25079,劇場版ウルトラマンタイガ ニュージェネクライマックス,2020,8,7,20200807
25080,日向坂４６ドキュメンタリー映画 ３年目のデビュー,2020,8,7,20200807
25081,ＥＹＥＳ ＯＮ ＭＥ：Ｔｈｅ Ｍｏｖｉｅ,2020,8,7,20200807
25084,少女☆歌劇 レヴュー・スタァライト ロンド・ロンド・ロンド 再生産総集編,2020,8,7,20200807
25089,ジョーンの秘密,2020,8,7,20200807
25090,ディックロングはなぜ死んだのか？,2020,8,7,20200807
25199,宝塚歌劇 宙組「ＦＬＹＩＮＧ ＳＡＰＡ－フライング サパ－」千秋楽ライブ中継,2020,8,11,20200811
25210,糸 ＜特別先行上映＞,2020,8,12,20200812
25253,思い、思われ、ふり、ふられ,2020,8,14,20200814
25256,映画おしりたんてい・他（東映まんがまつり）,2020,8,14,20200814
25259,インセプション,2020,8,14,20200814
25268,ファヒム パリが見た奇跡,2020,8,14,20200814
25275,Ｆａｔｅ／ｓｔａｙ ｎｉｇｈｔ Ｈｅａｖｅｎｓ Ｆｅｅｌ 第三章,2020,8,15,20200815
25278,弱虫ペダル（実写版）,2020,8,15,20200815
25291,ジェクシー！スマホを変えただけなのに,2020,8,15,20200815
25296,ディヴァイン・フューリー 使者,2020,8,15,20200815
25297,東映ムビ×ステ 舞台「死神遣いの事件帖－鎮魂侠曲－」ライブビューイング,2020,8,15,20200815
25450,糸,2020,8,22,20200822
25453,２分の１の魔法,2020,8,22,20200822
25458,映画 ギヴン,2020,8,22,20200822
25461,ＭＡＮＫＡＩ ＳＴＡＧＥ「Ａ３！」～ＷＩＮＴＥＲ ２０２０～ライブビューイング,2020,8,22,20200822
25468,ブックスマート 卒業前夜のパーティーデビュー,2020,8,22,20200822
25473,きっと、またあえる,2020,8,22,20200822
25474,狂武蔵,2020,8,22,20200822
25615,ＵＶＥＲｗｏｒｌｄ 男祭り ＦＩＮＡＬ ａｔ ＴＯＫＹＯ ＤＯＭＥ,2020,8,28,20200828
25624,（家族ｄｅだんらんシネマ）ドクター・ドリトル※お子様連れ専用上映回,2020,8,28,20200828
25625,事故物件 恐い間取り,2020,8,29,20200829
25632,青くて痛くて脆い,2020,8,29,20200829
25635,奇跡との出会い。－心に寄り添う。３－,2020,8,29,20200829
25642,オフィシャル・シークレット,2020,8,29,20200829
25647,ＵＶＥＲｗｏｒｌｄ ＱＵＥＥＮ’Ｓ ＰＡＲＴＹ ａｔ Ｎｉｐｐｏｎ Ｂｕｄｏｋａｎ ２０１８．１２．２１ 女祭りライブ映像上映,2020,8,29,20200829
25648,幸せへのまわり道,2020,8,29,20200829
25699,ソワレ,2020,8,31,20200831
25752,僕たちの嘘と真実 Ｄｏｃｕｍｅｎｔａｒｙ ｏｆ 欅坂４６ 前夜祭イベント中継,2020,9,3,20200903
25771,（前夜祭中継付き）僕たちの嘘と真実Ｄｏｃｕｍｅｎｔａｒｙ ｏｆ 欅坂４６,2020,9,3,20200903
25774,ラスト・タンゴ,2020,9,3,20200903
25785,Ｒｅｆｒａｍｅ ＴＨＥＡＴＥＲ ＥＸＰＥＲＩＥＮＣＥ ｗｉｔｈ ｙｏｕ,2020,9,4,20200904
25788,パヴァロッティ 太陽のテノール,2020,9,4,20200904
